id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_bin_type_admin,bin_type_admin,model_bin_type,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_bin_type_clerk,bin_type_clerk,model_bin_type,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_bin_type_manager,bin_type_manager,model_bin_type,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_bin_type_driver,bin_type_driver,model_bin_type,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_bin_type_finance,bin_type_finance,model_bin_type,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_tank_volume_admin,tank_volume_admin,model_tank_volume,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_tank_volume_clerk,tank_volume_clerk,model_tank_volume,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_tank_volume_manager,tank_volume_manager,model_tank_volume,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_tank_volume_driver,tank_volume_driver,model_tank_volume,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_tank_volume_finance,tank_volume_finance,model_tank_volume,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_container_type_admin,container_type_admin,model_container_type,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_container_type_clerk,container_type_clerk,model_container_type,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,
access_container_type_manager,container_type_manager,model_container_type,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_container_type_driver,container_type_driver,model_container_type,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_container_type_finance,container_type_finance,model_container_type,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_wms_service_provider_admin,wms.service.provider admin,model_wms_service_provider,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_wms_service_provider_clerk,wms.service.provider clerk,model_wms_service_provider,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_wms_service_provider_manager,wms.service.provider manager,model_wms_service_provider,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_wms_service_provider_driver,wms.service.provider driver,model_wms_service_provider,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_wms_service_provider_finance,wms.service.provider finance,model_wms_service_provider,waste_management_zakheni.group_wmz_finance,1,1,0,0


access_wms_service_provider_select_wizard_admin,wms.service.provider.select.wizard admin,model_wms_service_provider_select_wizard,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_wms_service_provider_select_wizard_clerk,wms.service.provider.select.wizard clerk,model_wms_service_provider_select_wizard,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_wms_service_provider_select_wizard_manager,wms.service.provider.select.wizard manager,model_wms_service_provider_select_wizard,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_wms_service_provider_select_wizard_driver,wms.service.provider.select.wizard driver,model_wms_service_provider_select_wizard,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_wms_service_provider_select_wizard_finance,wms.service.provider.select.wizard finance,model_wms_service_provider_select_wizard,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_waste_request_provider_wizard_admin,waste.request.provider.wizard admin,model_waste_request_provider_wizard,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_waste_request_provider_wizard_clerk,waste.request.provider.wizard clerk,model_waste_request_provider_wizard,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_waste_request_provider_wizard_manger,waste.request.provider.wizard manager,model_waste_request_provider_wizard,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_waste_request_provider_wizard_driver,waste.request.provider.wizard driver,model_waste_request_provider_wizard,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_waste_request_provider_wizard_finance,waste.request.provider.wizard finance,model_waste_request_provider_wizard,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_waste_request_provider_wizard_line_admin,waste.request.provider.wizard.line admin,model_waste_request_provider_wizard_line,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_waste_request_provider_wizard_line_clerk,waste.request.provider.wizard.line clerk,model_waste_request_provider_wizard_line,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_waste_request_provider_wizard_line_manager,waste.request.provider.wizard.line manager,model_waste_request_provider_wizard_line,waste_management_zakheni.group_wmz_manager,1,1,1,1
access_waste_request_provider_wizard_line_driver,waste.request.provider.wizard.line driver,model_waste_request_provider_wizard_line,waste_management_zakheni.group_wmz_driver,1,1,1,1
access_waste_request_provider_wizard_line_finance,waste.request.provider.wizard.line finance,model_waste_request_provider_wizard_line,waste_management_zakheni.group_wmz_finance,1,1,1,1

access_waste_request_disposal_wizard_admin,waste.request.disposal.wizard admin,model_waste_request_disposal_wizard,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_waste_request_disposal_wizard_clerk,waste.request.disposal.wizard clerk,model_waste_request_disposal_wizard,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_waste_request_disposal_wizard_manager,waste.request.disposal.wizard manager,model_waste_request_disposal_wizard,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_waste_request_disposal_wizard_driver,waste.request.disposal.wizard driver,model_waste_request_disposal_wizard,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_waste_request_disposal_wizard_finance,waste.request.disposal.wizard finance,model_waste_request_disposal_wizard,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_waste_request_disposal_wizard_line_admin,waste.request.disposal.wizard.line admin,model_waste_request_disposal_wizard_line,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_waste_request_disposal_wizard_line_clerk,waste.request.disposal.wizard.line clerk,model_waste_request_disposal_wizard_line,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_waste_request_disposal_wizard_line_manager,waste.request.disposal.wizard.line manager,model_waste_request_disposal_wizard_line,waste_management_zakheni.group_wmz_manager,1,1,1,1
access_waste_request_disposal_wizard_line_driver,waste.request.disposal.wizard.line driver,model_waste_request_disposal_wizard_line,waste_management_zakheni.group_wmz_driver,1,1,1,1
access_waste_request_disposal_wizard_line_finance,waste.request.disposal.wizard.line finance,model_waste_request_disposal_wizard_line,waste_management_zakheni.group_wmz_finance,1,1,1,1

access_reject_service_request_wizard_admin,reject.service.request.wizard admin,model_reject_service_request_wizard,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_reject_service_request_wizard_clerk,reject.service.request.wizard clerk,model_reject_service_request_wizard,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_reject_service_request_wizard_manager,reject.service.request.wizard manager,model_reject_service_request_wizard,waste_management_zakheni.group_wmz_manager,1,1,1,1
access_reject_service_request_wizard_driver,reject.service.request.wizard driver,model_reject_service_request_wizard,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_reject_service_request_wizard_finance,reject.service.request.wizard finance,model_reject_service_request_wizard,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_waste_worksheet_image_admin,waste.worksheet.image admin,model_waste_worksheet_image,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_waste_worksheet_image_clerk,waste.worksheet.image clerk,model_waste_worksheet_image,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_waste_worksheet_image_manager,waste.worksheet.image manager,model_waste_worksheet_image,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_waste_worksheet_image_driver,waste.worksheet.image manager,model_waste_worksheet_image,waste_management_zakheni.group_wmz_driver,1,1,1,1
access_waste_worksheet_image_finance,waste.worksheet.image finance,model_waste_worksheet_image,waste_management_zakheni.group_wmz_finance,1,1,0,0
access_waste_worksheet_image_company_admin,waste.worksheet.image company admin,model_waste_worksheet_image,waste_management_zakheni.group_company_admin,1,1,0,0
access_waste_worksheet_image_central_admin,waste.worksheet.image central admin,model_waste_worksheet_image,waste_management_zakheni.group_central_admin,1,1,0,0

access_amend_service_request_wizard_admin,amend.service.request.wizard admin,model_amend_service_request_wizard,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_amend_service_request_wizard_clerk,amend.service.request.wizard clerk,model_amend_service_request_wizard,waste_management_zakheni.group_wmz_admin_clerk,1,1,1,1
access_amend_service_request_wizard_manager,amend.service.request.wizard manager,model_amend_service_request_wizard,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_amend_service_request_wizard_driver,amend.service.request.wizard driver,model_amend_service_request_wizard,waste_management_zakheni.group_wmz_driver,1,1,0,0
access_amend_service_request_wizard_finance,amend.service.request.wizard finance,model_amend_service_request_wizard,waste_management_zakheni.group_wmz_finance,1,1,0,0

access_waste_service_request_extra_line,waste.service.request.extra.line user,model_waste_service_request_extra_line,,1,1,1,1
access_waste_request_assign_bin_wizard,waste.request.assign.bin.wizard user,model_waste_request_assign_bin_wizard,waste_management_zakheni.group_wmz_driver,1,1,1,0
access_waste_request_assign_bin_line_wizard,waste.request.assign.bin.line.wizard user,model_waste_request_assign_bin_line_wizard,waste_management_zakheni.group_wmz_driver,1,1,1,0
access_waste_request_bin_line,waste.request.bin.line user,model_waste_request_bin_line,,1,1,1,1


access_wsr_portal_customer,waste.service.request portal customer,model_waste_service_request,waste_management_zakheni.group_wmz_client_customer,1,0,1,0
access_wsr_portal_agent,waste.service.request portal agent,model_waste_service_request,waste_management_zakheni.group_wmz_client_agent,1,0,0,0

access_sale_order_wmz_manager,sale.order wmz manager,model_sale_order,waste_management_zakheni.group_wmz_manager,1,0,0,0
access_sale_order_line_wmz_manager,sale.order.line wmz manager,model_sale_order_line,waste_management_zakheni.group_wmz_manager,1,0,0,0
access_sale_order_driver,sale.order driver,model_sale_order,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_sale_order_line_driver,sale.order.line driver,model_sale_order_line,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_hr_employee_driver,hr.employee driver,model_hr_employee,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_product_product_driver,product.product driver,product.model_product_product,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_product_template_driver,product.template driver,product.model_product_template,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_uom_uom_driver,uom.uom driver,uom.model_uom_uom,waste_management_zakheni.group_wmz_driver,1,0,0,0

access_waste_tank_tariff,waste.tank.tariff wmz manager,model_waste_tank_tariff,base.group_user,1,1,1,1

access_res_company_manager,res.company wmz manager,model_res_company,waste_management_zakheni.group_wmz_manager,1,1,1,0
access_res_company_wmz,res.company.wmz,base.model_res_company,waste_management_zakheni.group_wmz_admin,1,1,1,0
access_res_company_wmz_clerk,res.company.wmz.clerk,base.model_res_company,waste_management_zakheni.group_wmz_admin_clerk,1,0,1,0
access_res_company_company_admin,res.company company admin,base.model_res_company,waste_management_zakheni.group_company_admin,1,1,1,0
access_res_company_central_admin,res.company central admin,base.model_res_company,waste_management_zakheni.group_central_admin,1,1,1,0

access_hr_employee_admin,hr.employee wmz admin,model_hr_employee,waste_management_zakheni.group_wmz_admin,1,1,1,0
access_hr_department_admin,hr.department wmz admin,model_hr_department,waste_management_zakheni.group_wmz_admin,1,1,1,0


access_res_partner_admin,res.partner wmz admin,model_res_partner,waste_management_zakheni.group_wmz_admin,1,1,1,0
access_res_partner_user_manager,res.partner wmz user manager,model_res_partner,waste_management_zakheni.group_wmz_user_manager,1,1,1,0
access_res_partner_customer_access,res.partner wmz customer access,model_res_partner,waste_management_zakheni.group_wmz_customer_access,1,1,1,0
access_res_partner_manager,res.partner manager,model_res_partner,waste_management_zakheni.group_wmz_manager,1,1,0,0
access_res_partner_clerk,res.partner clerk,model_res_partner,waste_management_zakheni.group_wmz_admin_clerk,1,1,0,0
access_res_partner_finance,res.partner finance,model_res_partner,waste_management_zakheni.group_wmz_finance,1,1,0,0
access_res_partner_driver,res.partner driver,model_res_partner,waste_management_zakheni.group_wmz_driver,1,0,0,0
access_res_partner_company_admin,res.partner company admin,model_res_partner,waste_management_zakheni.group_company_admin,1,1,1,0
access_res_partner_central_admin,res.partner central admin,model_res_partner,waste_management_zakheni.group_central_admin,1,1,1,1

access_link_tracker_system,link.tracker system,link_tracker.model_link_tracker,base.group_system,1,1,1,1

access_ir_actions_act_window_user,ir.actions.act_window user,base.model_ir_actions_act_window,base.group_user,1,0,0,0

access_waste_worksheet_portal,waste.worksheet.portal,model_waste_worksheet,base.group_portal,1,0,0,0

access_res_users_wmz_manager,res.users wmz manager,base.model_res_users,waste_management_zakheni.group_wmz_user_manager,1,1,1,0
access_res_users_company_admin,res.users company admin,base.model_res_users,waste_management_zakheni.group_company_admin,1,1,1,0
access_res_users_central_admin,res.users central admin,base.model_res_users,waste_management_zakheni.group_central_admin,1,1,1,0

access_wmz_user_manager,wmz user manager,model_wmz_service_request_user,waste_management_zakheni.group_wmz_user_manager,1,1,1,1
access_wmz_user_provision_company_admin,wmz user provision company admin,model_wmz_service_request_user,waste_management_zakheni.group_company_admin,1,1,1,1
access_wmz_user_provision_central_admin,wmz user provision central admin,model_wmz_service_request_user,waste_management_zakheni.group_central_admin,1,1,1,1
access_wmz_password_wizard_user_manager,wmz password wizard user manager,model_wmz_user_password_wizard,waste_management_zakheni.group_wmz_user_manager,1,1,1,1
access_wmz_password_wizard_company_admin,wmz password wizard company admin,model_wmz_user_password_wizard,waste_management_zakheni.group_company_admin,1,1,1,1
access_wmz_password_wizard_central_admin,wmz password wizard central admin,model_wmz_user_password_wizard,waste_management_zakheni.group_central_admin,1,1,1,1

access_authorize_wizard,access_authorize_wizard,model_authorize_wizard,base.group_user,1,1,1,1
access_finish_worksheet_wizard,access_finish_worksheet_wizard,model_finish_worksheet_wizard,base.group_user,1,1,1,1


access_ir_actions_act_window_view_driver,ir.actions.act.window.view driver,base.model_ir_actions_act_window_view,waste_management_zakheni.group_wmz_driver,1,0,0,0

access_waste_transport_tariff,waste.transport.tariff.user,model_waste_transport_tariff,base.group_user,1,1,1,1

access_fleet_vehicle_driver,fleet.vehicle.driver,fleet.model_fleet_vehicle,waste_management_zakheni.group_wmz_driver,1,0,0,0

access_payment_provider_company_admin,payment.provider company admin,payment.model_payment_provider,waste_management_zakheni.group_company_admin,1,1,1,0
access_payment_provider_central_admin,payment.provider central admin,payment.model_payment_provider,waste_management_zakheni.group_central_admin,1,1,1,0
access_payment_provider_wmz_finance,payment.provider wmz finance,payment.model_payment_provider,waste_management_zakheni.group_wmz_finance,1,1,1,0
access_payment_provider_wmz_admin,payment.provider wmz admin,payment.model_payment_provider,waste_management_zakheni.group_wmz_admin,1,1,1,1
access_payment_method_company_admin,payment.method company admin,payment.model_payment_method,waste_management_zakheni.group_company_admin,1,0,0,0
access_payment_method_central_admin,payment.method central admin,payment.model_payment_method,waste_management_zakheni.group_central_admin,1,0,0,0
access_payment_method_wmz_finance,payment.method wmz finance,payment.model_payment_method,waste_management_zakheni.group_wmz_finance,1,0,0,0
access_payment_method_wmz_admin,payment.method wmz admin,payment.model_payment_method,waste_management_zakheni.group_wmz_admin,1,1,1,1

